IsRecentlyVerified,DateLastVerified,ID,UUID,DataProviderID,OperatorID,UsageTypeID,UsageCost,Connections,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.ContactTelephone1,AddressInfo.RelatedURL,AddressInfo.DistanceUnit,AddressInfo.AddressLine2,DataProvidersReference,AddressInfo.ContactEmail,AddressInfo.AccessComments,GeneralComments,OperatorsReference,AddressInfo.ContactTelephone2
True,2025-07-03T07:16:00Z,456515,79686337-C191-456E-A1CA-24E1E8928B4A,38,3632.0,4.0,,"[{'ID': 766158, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766159, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456904,Hotel Parkzicht Veendam (PowerGo),Museumplein 3,Veendam,,9641AD,159,53.10711689,6.87472602,,,0,,16187,,,,,
True,2025-07-03T07:16:00Z,456514,DFA9C7CC-AFDD-4730-8FBA-EB0ABDD1BE20,38,3632.0,4.0,,"[{'ID': 766155, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766156, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766157, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456903,The Ranch Veendam (PowerGo),Parkweg 1,Veendam,,9642 ZZ,159,53.1066913,6.8493242,,,0,,13746,,,,,
True,2025-07-03T07:16:00Z,456513,50323941-ABE7-46ED-8F13-F04BB0214F2D,38,3632.0,4.0,,"[{'ID': 766153, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766154, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456902,Basic-Fit 1201 Assen Nijverheidsweg (PowerGo),Nijverheidsweg 1,Assen,,9403 VN,159,53.01102365,6.59002223,,,0,,23613,,,,,
True,2025-09-05T08:39:00Z,456512,FD28AFB0-3326-41A5-87C6-2EBD9D4A0003,38,3632.0,4.0,,"[{'ID': 766151, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 180, 'Voltage': 500, 'PowerKW': 90, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766152, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 180, 'Voltage': 500, 'PowerKW': 90, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-09-05T08:39:00Z,1,2025-06-21T09:42:00Z,200,456901,Jumbo 3524 Gieten Stationsstraat (PowerGo),Stationsstraat 37,Gieten,,9461GR,159,53.00180054,6.76408958,,,0,,19071,,,,,
True,2025-07-03T07:16:00Z,456510,9C045021-302A-4A18-9491-CF1EE7A5AF1B,38,3632.0,4.0,,"[{'ID': 766143, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 0, 'LevelID': 3, 'Amps': 480, 'Voltage': 500, 'PowerKW': 240, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766144, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 480, 'Voltage': 500, 'PowerKW': 240, 'CurrentTypeID': 30, 'Quantity': 1}]",,0,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456899,Restaurant De Zingende Wielen (PowerGo),Akkerweg 39,Den Oever,,1779GJ,159,52.92504277,5.01945559,,,0,,7666,,,,,
True,2025-07-03T07:16:00Z,456506,FF59072A-47F4-400A-845F-38483E5F234E,38,3632.0,4.0,,"[{'ID': 766129, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766130, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766131, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456895,Orvelte P2 (PowerGo),De Wiet 21,Orvelte,,9441PG,159,52.8444344,6.6633727,,,0,,16190,,,,,
True,2025-07-03T07:16:00Z,456505,6329205E-B692-443C-B88C-393FB0211E62,38,3632.0,4.0,,"[{'ID': 766126, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766127, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766128, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456894,Orvelte P1 (PowerGo),Zuideresweg 1,Orvelte,,9441 TH,159,52.84274006,6.65386136,,,0,,16189,,,,,
True,2025-07-03T07:16:00Z,456504,330EA1AD-21D2-4F07-B645-C17970A7E5C4,38,3632.0,4.0,,"[{'ID': 766125, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 120, 'Voltage': 500, 'PowerKW': 60, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456893,Zonnepark Emmen (PowerGo),Hoogesloot,Nieuw-Weerdinge,,7381NL,159,52.82303619,6.97094584,,,0,,12084,,,,,
True,2025-07-03T07:16:00Z,456503,6FFDEA49-0732-4D9B-BA7E-3C01E0747A4A,38,3632.0,4.0,,"[{'ID': 766121, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766122, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766123, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766124, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456892,Recreatiepark Burghorn (PowerGo),Oudedijk 1,Schagen,,1742NH,159,52.7895393,4.7703097,,,0,,16192,,,,,
True,2025-07-03T07:16:00Z,456502,0D66518D-5FCA-4A71-91CE-CFE0A71115BE,38,3632.0,4.0,,"[{'ID': 766117, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766118, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766119, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766120, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456891,Camping de Watersnip Petten (PowerGo),Pettemerweg 4,Petten,,1755KK,159,52.76004809,4.66340955,,,0,,16182,,,,,
True,2025-07-03T07:16:00Z,456501,EE91313D-72D4-44E2-B54A-8ADFB69B8FC7,38,3632.0,4.0,,"[{'ID': 766113, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766114, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766115, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766116, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456890,Villavakantiepark IJsselhof (PowerGo),Proefpolder 4,Andijk,,1619EH,159,52.75126202,5.19185257,,,0,,16191,,,,,
True,2025-07-03T07:16:00Z,456499,F7D489F2-129D-4D21-81EA-8B5CF8AC3718,38,3632.0,4.0,,"[{'ID': 766109, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 640, 'Voltage': 500, 'PowerKW': 320, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766110, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 640, 'Voltage': 500, 'PowerKW': 320, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456888,PLUS Schoonebeek (PowerGo),Europaweg 131-14,Schoonebeek,,7761 AC,159,52.66259897,6.87985475,,,0,,29013,,,,,
True,2025-07-03T07:16:00Z,456496,229534F9-406E-414D-B5D0-1213C269E135,38,3632.0,4.0,,"[{'ID': 766100, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766101, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456885,Van der Molen auto's (PowerGo),Industrieweg 14,Wormerveer,,1521NC,159,52.5031973,4.7767517,,,0,,16179,,,,,
True,2025-07-03T07:16:00Z,456495,AB87A38E-0B62-4E98-BC44-E2750D71C8DD,38,3632.0,4.0,,"[{'ID': 766098, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766099, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456884,Conradstraat 4 (PowerGo),Conradstraat 4,Zwolle,,8013RN,159,52.48868777,6.13496401,,,0,,19902,,,,,
True,2025-09-05T08:39:00Z,456494,7328C9E4-506A-49D7-AC8E-68B93C5D643D,38,3632.0,4.0,,"[{'ID': 766096, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766097, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}]",,50,2025-09-05T08:39:00Z,1,2025-06-21T09:42:00Z,200,456883,Conradstraat 4c (PowerGo),Conradstraat 4c,Zwolle,,8013RN,159,52.48815287,6.13512415,,,0,,19905,,,,,
True,2025-07-03T07:16:00Z,456493,59AD9E0F-0222-4ACA-A23D-7110541D52A4,38,3632.0,4.0,,"[{'ID': 766093, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766094, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766095, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 60, 'Voltage': 500, 'PowerKW': 30, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456882,Basic-Fit 1160 Assendelft Rode Ring (PowerGo),Rode Ring 43,Assendelft,,1566HR,159,52.48687973,4.76283395,,,0,,28030,,,,,
True,2025-07-03T07:16:00Z,456492,96C2DC40-BB5B-4FCD-9419-BA4D92113D68,38,3632.0,4.0,,"[{'ID': 766091, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 100, 'Voltage': 500, 'PowerKW': 50, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 766092, 'ConnectionTypeID': 33, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 100, 'Voltage': 500, 'PowerKW': 50, 'CurrentTypeID': 30, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456881,Jachthaven Nauerna (PowerGo),Kanaaldijk 33,Assendelft,,1566 PA,159,52.43816458,4.75086631,,,0,,27751,,,,,
True,2025-07-03T07:16:00Z,456491,A563A6F9-14A2-4E4D-AD77-DFD27C6F16EC,38,3632.0,4.0,,"[{'ID': 766089, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 766090, 'ConnectionTypeID': 1036, 'Reference': '1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 12.7, 'CurrentTypeID': 20, 'Quantity': 1}]",,50,2025-07-03T07:16:00Z,1,2025-06-21T09:42:00Z,200,456880,Hotel Zwanenburg (PowerGo),Olmenlaan 52,Zwanenburg,,1161JX,159,52.3756504,4.749892,,,0,,16186,,,,,
